timestamp,variable,value
1478599892.9235,air_temperature,22.892578125
1478599644.672498,air_temperature,22.663761138916016
1478599379.336592,air_temperature,22.43000030517578
1478599043.905501,air_temperature,22.1856632232666
1478598840.733461,air_temperature,21.961254119873047
1478598590.451692,air_temperature,21.729999542236328
1478598128.883464,air_temperature,21.5
1478597527.20732,air_temperature,21.4964656829834
1478596926.446151,air_temperature,21.5
1478596324.656722,air_temperature,21.299999237060547
1478595722.982496,air_temperature,21.5
1478595121.279897,air_temperature,21.34159278869629
1478594776.864149,air_temperature,21.57001495361328
1478594364.401087,air_temperature,21.799999237060547
1478593763.646071,air_temperature,21.872331619262695
1478593378.215155,air_temperature,21.649843215942383
1478593010.813546,air_temperature,21.42998695373535
1478592715.490446,air_temperature,21.200000762939453
1478592114.725092,air_temperature,21.200000762939453
1478591513.04838,air_temperature,21.370012283325195
1478591123.594306,air_temperature,21.600000381469727
1478590521.872085,air_temperature,21.448999404907227
1478590168.442268,air_temperature,21.670000076293945
1478589705.958505,air_temperature,21.899534225463867
1478589105.189615,air_temperature,21.805583953857422
1478588863.932406,air_temperature,22.027097702026367
1478588359.340038,air_temperature,22.260488510131836
1478587757.674069,air_temperature,22.379446029663086
1478587377.207882,air_temperature,22.1510009765625
1478586989.767149,air_temperature,21.92998504638672
1478586573.247334,air_temperature,21.700000762939453
1478585971.555892,air_temperature,21.700000762939453
1478585369.884825,air_temperature,21.87000846862793
1478585014.449843,air_temperature,22.098270416259766
1478584412.735941,air_temperature,22.06999969482422
1478584002.300669,air_temperature,22.300006866455078
1478583401.533267,air_temperature,22.5
1478582799.86254,air_temperature,22.699737548828125
1478582506.55648,air_temperature,22.47496223449707
1478582090.050243,air_temperature,22.250999450683594
1478581844.738002,air_temperature,22.030000686645508
1478581340.15885,air_temperature,21.799999237060547
1478580738.460051,air_temperature,22
1478580136.772043,air_temperature,22.200000762939453
1478579536.015472,air_temperature,22.21470069885254
1478578934.333442,air_temperature,22.400108337402344
1478578332.639517,air_temperature,22.469999313354492
1478577785.012222,air_temperature,22.701454162597656
1478577184.251318,air_temperature,22.870628356933594
1478576972.039048,air_temperature,23.120481491088867
1478576746.773723,air_temperature,23.35531997680664
1478576526.482692,air_temperature,23.60031509399414
1478575924.778447,air_temperature,23.729999542236328
1478575364.112836,air_temperature,23.48723602294922
1478574809.474337,air_temperature,23.250999450683594
1478574255.792614,air_temperature,23
1478573654.088751,air_temperature,23.200000762939453
1478573052.388304,air_temperature,23.416379928588867
1478572805.046818,air_temperature,23.659709930419922
1478572448.668563,air_temperature,23.899999618530273
1478571846.932512,air_temperature,24.059791564941406
1478571511.504236,air_temperature,24.304040908813477
1478571369.349376,air_temperature,24.550283432006836
1478570981.888553,air_temperature,24.799406051635742
1478570381.109795,air_temperature,24.679519653320312
1478570076.763274,air_temperature,24.429990768432617
1478569813.430576,air_temperature,24.1856632232666
1478569594.226836,air_temperature,23.945547103881836
1478569076.55014,air_temperature,23.700000762939453
1478568474.838228,air_temperature,23.700000762939453
1478567873.114594,air_temperature,23.700000762939453
1478567272.334426,air_temperature,23.799999237060547
1478566670.618952,air_temperature,24.002267837524414
1478566068.927571,air_temperature,24.12287712097168
1478565713.469552,air_temperature,24.370010375976562
1478565328.005776,air_temperature,24.6299991607666
1478565019.600726,air_temperature,24.384788513183594
1478564668.186332,air_temperature,24.142751693725586
1478564433.917996,air_temperature,23.89999771118164
1478563832.233314,air_temperature,23.700000762939453
1478563230.563304,air_temperature,23.700000762939453
1478562628.874743,air_temperature,23.701457977294922
1478562028.120209,air_temperature,23.850460052490234
1478561426.44848,air_temperature,23.9998722076416
1478560824.780154,air_temperature,23.899999618530273
1478560223.092385,air_temperature,24.099830627441406
1478559622.331345,air_temperature,24.200000762939453
1478559020.645362,air_temperature,24.100000381469727
1478558418.968461,air_temperature,24.299999237060547
1478557817.280596,air_temperature,24.363245010375977
1478557216.513987,air_temperature,24.346939086914062
1478556614.837657,air_temperature,24.299999237060547
1478556013.153797,air_temperature,24.5
1478555411.455093,air_temperature,24.60000228881836
1478554810.672154,air_temperature,24.58945083618164
1478554267.097151,air_temperature,24.344995498657227
1478553693.357853,air_temperature,24.089963912963867
1478553603.271431,air_temperature,23.8508358001709
1478553470.669587,air_temperature,23.600000381469727
1478552883.826982,air_temperature,23.799999237060547
1478552456.024432,air_temperature,23.899999618530273
1478552150.014078,air_temperature,23.700000762939453
1477686464.177434,air_temperature,22.091764450073242
1477686270.007162,air_temperature,21.870113372802734
1477686052.287298,air_temperature,22.100000381469727
1472088707.876038,air_temperature,22.034311294555664
1472088547.715613,air_temperature,22.270000457763672
1472088374.478132,air_temperature,22.5
1472087772.810269,air_temperature,22.700000762939453
1472087171.13288,air_temperature,22.804344177246094
1472086570.393563,air_temperature,22.969999313354492
1472086297.110747,air_temperature,23.22279930114746
1472086060.824339,air_temperature,23.462797164916992
1472085824.515208,air_temperature,23.700000762939453
1472085222.842812,air_temperature,23.57000732421875
1472084772.315125,air_temperature,23.824012756347656
1472084186.630196,air_temperature,24.07001495361328
1472083792.193589,air_temperature,24.329999923706055
1472083488.785653,air_temperature,24.07166290283203
1472083290.533226,air_temperature,23.829999923706055
1472082948.145063,air_temperature,23.593273162841797
1472082346.441889,air_temperature,23.399999618530273
1472081744.751688,air_temperature,23.56999969482422
1472081260.183292,air_temperature,23.827102661132812
1472081073.903582,air_temperature,24.070009231567383
1472080827.675608,air_temperature,24.32215690612793
1472080348.084819,air_temperature,24.575626373291016
1472079746.401534,air_temperature,24.556041717529297
1472079461.018163,air_temperature,24.299999237060547
1472078859.314649,air_temperature,24.137203216552734
1472078547.984971,air_temperature,23.897491455078125
1472077947.230572,air_temperature,23.799999237060547
1472077345.532779,air_temperature,23.969999313354492
1472076874.961319,air_temperature,24.21800994873047
1472076667.720269,air_temperature,24.470003128051758
1472076460.496022,air_temperature,24.741796493530273
1472076115.129815,air_temperature,24.998615264892578
1472075903.834256,air_temperature,24.750999450683594
1472075606.478982,air_temperature,24.48613166809082
1472075406.238063,air_temperature,24.24028968811035
1472075137.932989,air_temperature,24
1472074536.230036,air_temperature,23.900001525878906
1472073934.539377,air_temperature,23.92371940612793
1472073450.898939,air_temperature,24.170000076293945
1472073051.489817,air_temperature,24.443958282470703
1472072540.843211,air_temperature,24.695926666259766
1472072445.751087,air_temperature,24.449819564819336
1472072015.260614,air_temperature,24.20343780517578
1472071690.878669,air_temperature,24.448999404907227
1472071432.532739,air_temperature,24.700000762939453
1472070830.815077,air_temperature,24.7999324798584
1472070229.124769,air_temperature,24.60000228881836
1472069627.433871,air_temperature,24.695884704589844
1472069533.277229,air_temperature,24.450767517089844
1472069122.34271,air_temperature,24.200000762939453
1472067700.676686,air_temperature,24.06570053100586
1472067493.22388,air_temperature,23.819780349731445
1472067481.19337,air_temperature,23.565889358520508
1472067475.168668,air_temperature,23.26099967956543
1472067468.758689,air_temperature,22.700000762939453
